County_State,County,State,Year,Unemployment_Rate
"Jerome County, ID",Jerome County,Idaho,2010,7.8
"Jerome County, ID",Jerome County,Idaho,2011,7.4
"Jerome County, ID",Jerome County,Idaho,2012,6.6
"Jerome County, ID",Jerome County,Idaho,2013,6
"Jerome County, ID",Jerome County,Idaho,2014,3.6
"Jerome County, ID",Jerome County,Idaho,2015,3.1
"Jersey County, IL",Jersey County,Illinois,2010,9.2
"Jersey County, IL",Jersey County,Illinois,2011,9
"Jersey County, IL",Jersey County,Illinois,2012,9.1
"Jersey County, IL",Jersey County,Illinois,2013,8.9
"Jersey County, IL",Jersey County,Illinois,2014,7.2
"Jersey County, IL",Jersey County,Illinois,2015,6.3
"Jessamine County, KY",Jessamine County,Kentucky,2010,8.6
"Jessamine County, KY",Jessamine County,Kentucky,2011,7.8
"Jessamine County, KY",Jessamine County,Kentucky,2012,6.7
"Jessamine County, KY",Jessamine County,Kentucky,2013,6.4
"Jessamine County, KY",Jessamine County,Kentucky,2014,5.2
"Jessamine County, KY",Jessamine County,Kentucky,2015,4.1
"Jewell County, KS",Jewell County,Kansas,2010,5.4
"Jewell County, KS",Jewell County,Kansas,2011,4.6
"Jewell County, KS",Jewell County,Kansas,2012,4.3
"Jewell County, KS",Jewell County,Kansas,2013,3.6
"Jewell County, KS",Jewell County,Kansas,2014,3.8
"Jewell County, KS",Jewell County,Kansas,2015,4.4
"Jim Hogg County, TX",Jim Hogg County,Texas,2010,10.3
"Jim Hogg County, TX",Jim Hogg County,Texas,2011,8.9
"Jim Hogg County, TX",Jim Hogg County,Texas,2012,6.5
"Jim Hogg County, TX",Jim Hogg County,Texas,2013,7.2
"Jim Hogg County, TX",Jim Hogg County,Texas,2014,6.1
"Jim Hogg County, TX",Jim Hogg County,Texas,2015,7.2
"Jim Wells County, TX",Jim Wells County,Texas,2010,10.1
"Jim Wells County, TX",Jim Wells County,Texas,2011,8.2
"Jim Wells County, TX",Jim Wells County,Texas,2012,6.1
"Jim Wells County, TX",Jim Wells County,Texas,2013,6.2
"Jim Wells County, TX",Jim Wells County,Texas,2014,5.3
"Jim Wells County, TX",Jim Wells County,Texas,2015,7.9
"Jo Daviess County, IL",Jo Daviess County,Illinois,2010,9
"Jo Daviess County, IL",Jo Daviess County,Illinois,2011,7.9
"Jo Daviess County, IL",Jo Daviess County,Illinois,2012,7.6
"Jo Daviess County, IL",Jo Daviess County,Illinois,2013,7.6
"Jo Daviess County, IL",Jo Daviess County,Illinois,2014,6.2
"Jo Daviess County, IL",Jo Daviess County,Illinois,2015,5.5
"Johnson County, AR",Johnson County,Arkansas,2010,7.9
"Johnson County, AR",Johnson County,Arkansas,2011,7.5
"Johnson County, AR",Johnson County,Arkansas,2012,7.1
"Johnson County, AR",Johnson County,Arkansas,2013,7.4
"Johnson County, AR",Johnson County,Arkansas,2014,6.4
"Johnson County, AR",Johnson County,Arkansas,2015,5.7
"Johnson County, GA",Johnson County,Georgia,2010,10.9
"Johnson County, GA",Johnson County,Georgia,2011,10.9
"Johnson County, GA",Johnson County,Georgia,2012,9.8
"Johnson County, GA",Johnson County,Georgia,2013,9.8
"Johnson County, GA",Johnson County,Georgia,2014,8.6
"Johnson County, GA",Johnson County,Georgia,2015,7.1
"Johnson County, IA",Johnson County,Iowa,2010,4.3
"Johnson County, IA",Johnson County,Iowa,2011,4.1
"Johnson County, IA",Johnson County,Iowa,2012,3.7
"Johnson County, IA",Johnson County,Iowa,2013,3.4
"Johnson County, IA",Johnson County,Iowa,2014,3.1
"Johnson County, IA",Johnson County,Iowa,2015,2.6
"Johnson County, IL",Johnson County,Illinois,2010,12.6
"Johnson County, IL",Johnson County,Illinois,2011,11.7
"Johnson County, IL",Johnson County,Illinois,2012,11.6
"Johnson County, IL",Johnson County,Illinois,2013,12.1
"Johnson County, IL",Johnson County,Illinois,2014,9.6
"Johnson County, IL",Johnson County,Illinois,2015,8.5
"Johnson County, IN",Johnson County,Indiana,2010,8.6
"Johnson County, IN",Johnson County,Indiana,2011,7.6
"Johnson County, IN",Johnson County,Indiana,2012,6.9
"Johnson County, IN",Johnson County,Indiana,2013,6.1
"Johnson County, IN",Johnson County,Indiana,2014,5
"Johnson County, IN",Johnson County,Indiana,2015,4.1
"Johnson County, KS",Johnson County,Kansas,2010,6
"Johnson County, KS",Johnson County,Kansas,2011,5.3
"Johnson County, KS",Johnson County,Kansas,2012,4.6
"Johnson County, KS",Johnson County,Kansas,2013,4.3
"Johnson County, KS",Johnson County,Kansas,2014,3.8
"Johnson County, KS",Johnson County,Kansas,2015,3.4
"Johnson County, KY",Johnson County,Kentucky,2010,12.7
"Johnson County, KY",Johnson County,Kentucky,2011,10.8
"Johnson County, KY",Johnson County,Kentucky,2012,10.2
"Johnson County, KY",Johnson County,Kentucky,2013,10.9
"Johnson County, KY",Johnson County,Kentucky,2014,9.2
"Johnson County, KY",Johnson County,Kentucky,2015,8.8
"Johnson County, MO",Johnson County,Missouri,2010,9.9
"Johnson County, MO",Johnson County,Missouri,2011,9.3
"Johnson County, MO",Johnson County,Missouri,2012,7.9
"Johnson County, MO",Johnson County,Missouri,2013,7.3
"Johnson County, MO",Johnson County,Missouri,2014,6.5
"Johnson County, MO",Johnson County,Missouri,2015,5.5
"Johnson County, NE",Johnson County,Nebraska,2010,4.7
"Johnson County, NE",Johnson County,Nebraska,2011,4.8
"Johnson County, NE",Johnson County,Nebraska,2012,4.2
"Johnson County, NE",Johnson County,Nebraska,2013,4.2
"Johnson County, NE",Johnson County,Nebraska,2014,3.8
"Johnson County, NE",Johnson County,Nebraska,2015,3.3
"Johnson County, TN",Johnson County,Tennessee,2010,13
"Johnson County, TN",Johnson County,Tennessee,2011,11.7
"Johnson County, TN",Johnson County,Tennessee,2012,9.6
"Johnson County, TN",Johnson County,Tennessee,2013,9
"Johnson County, TN",Johnson County,Tennessee,2014,6.9
"Johnson County, TN",Johnson County,Tennessee,2015,5.6
"Johnson County, TX",Johnson County,Texas,2010,8.7
"Johnson County, TX",Johnson County,Texas,2011,8
"Johnson County, TX",Johnson County,Texas,2012,6.6
"Johnson County, TX",Johnson County,Texas,2013,6.2
"Johnson County, TX",Johnson County,Texas,2014,5.1
"Johnson County, TX",Johnson County,Texas,2015,4.4
"Johnson County, WY",Johnson County,Wyoming,2010,7.4
"Johnson County, WY",Johnson County,Wyoming,2011,6.6
"Johnson County, WY",Johnson County,Wyoming,2012,5.5
"Johnson County, WY",Johnson County,Wyoming,2013,5.1
"Johnson County, WY",Johnson County,Wyoming,2014,4.7
"Johnson County, WY",Johnson County,Wyoming,2015,4.8
"Johnston County, NC",Johnston County,North Carolina,2010,9.8
"Johnston County, NC",Johnston County,North Carolina,2011,9.5
"Johnston County, NC",Johnston County,North Carolina,2012,8.6
"Johnston County, NC",Johnston County,North Carolina,2013,6.9
"Johnston County, NC",Johnston County,North Carolina,2014,5.5
"Johnston County, NC",Johnston County,North Carolina,2015,5.2
"Johnston County, OK",Johnston County,Oklahoma,2010,10
"Johnston County, OK",Johnston County,Oklahoma,2011,8.2
"Johnston County, OK",Johnston County,Oklahoma,2012,7.6
"Johnston County, OK",Johnston County,Oklahoma,2013,7.9
"Johnston County, OK",Johnston County,Oklahoma,2014,6.8
"Johnston County, OK",Johnston County,Oklahoma,2015,6.4
"Jones County, GA",Jones County,Georgia,2010,9.8
"Jones County, GA",Jones County,Georgia,2011,9.1
"Jones County, GA",Jones County,Georgia,2012,8.4
"Jones County, GA",Jones County,Georgia,2013,7.2
"Jones County, GA",Jones County,Georgia,2014,6.3
"Jones County, GA",Jones County,Georgia,2015,5.6
"Jones County, IA",Jones County,Iowa,2010,6.5
"Jones County, IA",Jones County,Iowa,2011,5.9
"Jones County, IA",Jones County,Iowa,2012,5.3
"Jones County, IA",Jones County,Iowa,2013,5.3
"Jones County, IA",Jones County,Iowa,2014,4.9
"Jones County, IA",Jones County,Iowa,2015,4.1
"Jones County, MS",Jones County,Mississippi,2010,8.9
"Jones County, MS",Jones County,Mississippi,2011,8.4
"Jones County, MS",Jones County,Mississippi,2012,7.4
"Jones County, MS",Jones County,Mississippi,2013,7
"Jones County, MS",Jones County,Mississippi,2014,6.2
"Jones County, MS",Jones County,Mississippi,2015,6.1
"Jones County, NC",Jones County,North Carolina,2010,11.1
"Jones County, NC",Jones County,North Carolina,2011,10.6
"Jones County, NC",Jones County,North Carolina,2012,10.2
"Jones County, NC",Jones County,North Carolina,2013,8.2
"Jones County, NC",Jones County,North Carolina,2014,6.5
"Jones County, NC",Jones County,North Carolina,2015,5.7
"Jones County, SD",Jones County,South Dakota,2010,2.9
"Jones County, SD",Jones County,South Dakota,2011,3.1
"Jones County, SD",Jones County,South Dakota,2012,3.6
"Jones County, SD",Jones County,South Dakota,2013,3.5
"Jones County, SD",Jones County,South Dakota,2014,3.6
"Jones County, SD",Jones County,South Dakota,2015,2.9
"Jones County, TX",Jones County,Texas,2010,8.8
"Jones County, TX",Jones County,Texas,2011,8.5
"Jones County, TX",Jones County,Texas,2012,7.2
"Jones County, TX",Jones County,Texas,2013,6.8
"Jones County, TX",Jones County,Texas,2014,5.6
"Jones County, TX",Jones County,Texas,2015,5.5
"Josephine County, OR",Josephine County,Oregon,2010,14.1
"Josephine County, OR",Josephine County,Oregon,2011,12.8
"Josephine County, OR",Josephine County,Oregon,2012,12.1
"Josephine County, OR",Josephine County,Oregon,2013,10.9
"Josephine County, OR",Josephine County,Oregon,2014,9.2
"Josephine County, OR",Josephine County,Oregon,2015,7.5
"Juab County, UT",Juab County,Utah,2010,9.3
"Juab County, UT",Juab County,Utah,2011,8.6
"Juab County, UT",Juab County,Utah,2012,5.4
"Juab County, UT",Juab County,Utah,2013,4.6
"Juab County, UT",Juab County,Utah,2014,3.9
"Juab County, UT",Juab County,Utah,2015,3.9
"Judith Basin County, MT",Judith Basin County,Montana,2010,6.3
"Judith Basin County, MT",Judith Basin County,Montana,2011,5.9
"Judith Basin County, MT",Judith Basin County,Montana,2012,5
"Judith Basin County, MT",Judith Basin County,Montana,2013,4.8
"Judith Basin County, MT",Judith Basin County,Montana,2014,4.2
"Judith Basin County, MT",Judith Basin County,Montana,2015,3.5
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2010,6.1
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2011,5.7
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2012,5.2
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2013,5.1
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2014,5
"Juneau Borough/city, AK",Juneau Borough/city,Alaska,2015,4.6
"Juneau County, WI",Juneau County,Wisconsin,2010,9.8
"Juneau County, WI",Juneau County,Wisconsin,2011,9
"Juneau County, WI",Juneau County,Wisconsin,2012,8.3
"Juneau County, WI",Juneau County,Wisconsin,2013,8.1
"Juneau County, WI",Juneau County,Wisconsin,2014,6.4
"Juneau County, WI",Juneau County,Wisconsin,2015,5
"Juniata County, PA",Juniata County,Pennsylvania,2010,7.7
"Juniata County, PA",Juniata County,Pennsylvania,2011,7.2
"Juniata County, PA",Juniata County,Pennsylvania,2012,7.1
"Juniata County, PA",Juniata County,Pennsylvania,2013,6.9
"Juniata County, PA",Juniata County,Pennsylvania,2014,5.7
"Juniata County, PA",Juniata County,Pennsylvania,2015,5
"Kalamazoo County, MI",Kalamazoo County,Michigan,2010,9.7
"Kalamazoo County, MI",Kalamazoo County,Michigan,2011,8.1
"Kalamazoo County, MI",Kalamazoo County,Michigan,2012,7.2
"Kalamazoo County, MI",Kalamazoo County,Michigan,2013,6.8
"Kalamazoo County, MI",Kalamazoo County,Michigan,2014,5.6
"Kalamazoo County, MI",Kalamazoo County,Michigan,2015,4.4
"Kalkaska County, MI",Kalkaska County,Michigan,2010,15.2
"Kalkaska County, MI",Kalkaska County,Michigan,2011,12.5
"Kalkaska County, MI",Kalkaska County,Michigan,2012,11.2
"Kalkaska County, MI",Kalkaska County,Michigan,2013,11.1
"Kalkaska County, MI",Kalkaska County,Michigan,2014,9.5
"Kalkaska County, MI",Kalkaska County,Michigan,2015,7.8
"Kanabec County, MN",Kanabec County,Minnesota,2010,11.2
"Kanabec County, MN",Kanabec County,Minnesota,2011,10.1
"Kanabec County, MN",Kanabec County,Minnesota,2012,9.1
"Kanabec County, MN",Kanabec County,Minnesota,2013,8.3
"Kanabec County, MN",Kanabec County,Minnesota,2014,7.6
"Kanabec County, MN",Kanabec County,Minnesota,2015,6.7
"Kanawha County, WV",Kanawha County,West Virginia,2010,7.4
"Kanawha County, WV",Kanawha County,West Virginia,2011,6.9
"Kanawha County, WV",Kanawha County,West Virginia,2012,6.4
"Kanawha County, WV",Kanawha County,West Virginia,2013,5.8
"Kanawha County, WV",Kanawha County,West Virginia,2014,5.8
"Kanawha County, WV",Kanawha County,West Virginia,2015,5.9
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2010,6.7
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2011,6
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2012,5.3
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2013,4.8
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2014,4.3
"Kandiyohi County, MN",Kandiyohi County,Minnesota,2015,3.8
"Kane County, IL",Kane County,Illinois,2010,11.2
"Kane County, IL",Kane County,Illinois,2011,9.8
"Kane County, IL",Kane County,Illinois,2012,9
"Kane County, IL",Kane County,Illinois,2013,8.6
"Kane County, IL",Kane County,Illinois,2014,6.9
"Kane County, IL",Kane County,Illinois,2015,5.8
"Kane County, UT",Kane County,Utah,2010,8.1
"Kane County, UT",Kane County,Utah,2011,7.8
"Kane County, UT",Kane County,Utah,2012,5.9
"Kane County, UT",Kane County,Utah,2013,4.9
"Kane County, UT",Kane County,Utah,2014,4.6
"Kane County, UT",Kane County,Utah,2015,4.3
"Kankakee County, IL",Kankakee County,Illinois,2010,12.7
"Kankakee County, IL",Kankakee County,Illinois,2011,11.7
"Kankakee County, IL",Kankakee County,Illinois,2012,10.7
"Kankakee County, IL",Kankakee County,Illinois,2013,10.5
"Kankakee County, IL",Kankakee County,Illinois,2014,8.2
"Kankakee County, IL",Kankakee County,Illinois,2015,6.9
"Karnes County, TX",Karnes County,Texas,2010,9.2
"Karnes County, TX",Karnes County,Texas,2011,8
"Karnes County, TX",Karnes County,Texas,2012,6
"Karnes County, TX",Karnes County,Texas,2013,5.4
"Karnes County, TX",Karnes County,Texas,2014,3.7
"Karnes County, TX",Karnes County,Texas,2015,4.3
"Kauai County, HI",Kauai County,Hawaii,2010,8.5
"Kauai County, HI",Kauai County,Hawaii,2011,8.6
"Kauai County, HI",Kauai County,Hawaii,2012,7.1
"Kauai County, HI",Kauai County,Hawaii,2013,5.4
"Kauai County, HI",Kauai County,Hawaii,2014,4.6
"Kauai County, HI",Kauai County,Hawaii,2015,3.8
"Kaufman County, TX",Kaufman County,Texas,2010,8.5
"Kaufman County, TX",Kaufman County,Texas,2011,8.3
"Kaufman County, TX",Kaufman County,Texas,2012,6.9
"Kaufman County, TX",Kaufman County,Texas,2013,6.4
"Kaufman County, TX",Kaufman County,Texas,2014,5.2
"Kaufman County, TX",Kaufman County,Texas,2015,4.1
"Kay County, OK",Kay County,Oklahoma,2010,8.9
"Kay County, OK",Kay County,Oklahoma,2011,7.4
"Kay County, OK",Kay County,Oklahoma,2012,6.9
"Kay County, OK",Kay County,Oklahoma,2013,6.7
"Kay County, OK",Kay County,Oklahoma,2014,5.5
"Kay County, OK",Kay County,Oklahoma,2015,5.5
"Kearney County, NE",Kearney County,Nebraska,2010,3.6
"Kearney County, NE",Kearney County,Nebraska,2011,3.3
"Kearney County, NE",Kearney County,Nebraska,2012,2.8
"Kearney County, NE",Kearney County,Nebraska,2013,2.7
"Kearney County, NE",Kearney County,Nebraska,2014,2.4
"Kearney County, NE",Kearney County,Nebraska,2015,2.2
"Kearny County, KS",Kearny County,Kansas,2010,4.4
"Kearny County, KS",Kearny County,Kansas,2011,4.3
"Kearny County, KS",Kearny County,Kansas,2012,3.9
"Kearny County, KS",Kearny County,Kansas,2013,3.6
"Kearny County, KS",Kearny County,Kansas,2014,3.1
"Kearny County, KS",Kearny County,Kansas,2015,3.2
"Keith County, NE",Keith County,Nebraska,2010,4.3
"Keith County, NE",Keith County,Nebraska,2011,4.1
"Keith County, NE",Keith County,Nebraska,2012,3.6
"Keith County, NE",Keith County,Nebraska,2013,3.5
"Keith County, NE",Keith County,Nebraska,2014,2.8
"Keith County, NE",Keith County,Nebraska,2015,2.7
"Kemper County, MS",Kemper County,Mississippi,2010,14.4
"Kemper County, MS",Kemper County,Mississippi,2011,14
"Kemper County, MS",Kemper County,Mississippi,2012,12.9
"Kemper County, MS",Kemper County,Mississippi,2013,12.8
"Kemper County, MS",Kemper County,Mississippi,2014,12.9
"Kemper County, MS",Kemper County,Mississippi,2015,10.5
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2010,10.3
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2011,9.7
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2012,8.8
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2013,8.1
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2014,7.7
"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,Alaska,2015,7.6
"Kendall County, IL",Kendall County,Illinois,2010,10.2
"Kendall County, IL",Kendall County,Illinois,2011,9.4
"Kendall County, IL",Kendall County,Illinois,2012,8.4
"Kendall County, IL",Kendall County,Illinois,2013,8.4
"Kendall County, IL",Kendall County,Illinois,2014,6.5
"Kendall County, IL",Kendall County,Illinois,2015,5.3
"Kendall County, TX",Kendall County,Texas,2010,6.2
"Kendall County, TX",Kendall County,Texas,2011,6.3
"Kendall County, TX",Kendall County,Texas,2012,5.4
"Kendall County, TX",Kendall County,Texas,2013,5.1
"Kendall County, TX",Kendall County,Texas,2014,4.1
"Kendall County, TX",Kendall County,Texas,2015,3.3
"Kenedy County, TX",Kenedy County,Texas,2010,6.8
"Kenedy County, TX",Kenedy County,Texas,2011,6.7
"Kenedy County, TX",Kenedy County,Texas,2012,5.1
"Kenedy County, TX",Kenedy County,Texas,2013,4.1
"Kenedy County, TX",Kenedy County,Texas,2014,3
"Kenedy County, TX",Kenedy County,Texas,2015,3.2
"Kennebec County, ME",Kennebec County,Maine,2010,7.9
"Kennebec County, ME",Kennebec County,Maine,2011,7.3
"Kennebec County, ME",Kennebec County,Maine,2012,6.9
"Kennebec County, ME",Kennebec County,Maine,2013,6.3
"Kennebec County, ME",Kennebec County,Maine,2014,5.3
"Kennebec County, ME",Kennebec County,Maine,2015,4.3
"Kenosha County, WI",Kenosha County,Wisconsin,2010,10.1
"Kenosha County, WI",Kenosha County,Wisconsin,2011,8.8
"Kenosha County, WI",Kenosha County,Wisconsin,2012,8
"Kenosha County, WI",Kenosha County,Wisconsin,2013,7.6
"Kenosha County, WI",Kenosha County,Wisconsin,2014,6
"Kenosha County, WI",Kenosha County,Wisconsin,2015,5
"Kent County, DE",Kent County,Delaware,2010,9.2
"Kent County, DE",Kent County,Delaware,2011,8.3
"Kent County, DE",Kent County,Delaware,2012,7.8
"Kent County, DE",Kent County,Delaware,2013,7.3
"Kent County, DE",Kent County,Delaware,2014,6.3
"Kent County, DE",Kent County,Delaware,2015,5.3
"Kent County, MD",Kent County,Maryland,2010,9.1
"Kent County, MD",Kent County,Maryland,2011,8.2
"Kent County, MD",Kent County,Maryland,2012,7.5
"Kent County, MD",Kent County,Maryland,2013,7.1
"Kent County, MD",Kent County,Maryland,2014,6.3
"Kent County, MD",Kent County,Maryland,2015,5.2
"Kent County, MI",Kent County,Michigan,2010,9.9
"Kent County, MI",Kent County,Michigan,2011,7.9
"Kent County, MI",Kent County,Michigan,2012,6.7
"Kent County, MI",Kent County,Michigan,2013,6.2
"Kent County, MI",Kent County,Michigan,2014,5
"Kent County, MI",Kent County,Michigan,2015,3.8
"Kent County, RI",Kent County,Rhode Island,2010,11.5
"Kent County, RI",Kent County,Rhode Island,2011,10.6
"Kent County, RI",Kent County,Rhode Island,2012,9.8
"Kent County, RI",Kent County,Rhode Island,2013,9
"Kent County, RI",Kent County,Rhode Island,2014,7.2
"Kent County, RI",Kent County,Rhode Island,2015,5.6
"Kent County, TX",Kent County,Texas,2010,4.8
"Kent County, TX",Kent County,Texas,2011,4.9
"Kent County, TX",Kent County,Texas,2012,3.8
"Kent County, TX",Kent County,Texas,2013,4
"Kent County, TX",Kent County,Texas,2014,3.5
"Kent County, TX",Kent County,Texas,2015,2.6
"Kenton County, KY",Kenton County,Kentucky,2010,9.9
"Kenton County, KY",Kenton County,Kentucky,2011,8.8
"Kenton County, KY",Kenton County,Kentucky,2012,7.4
"Kenton County, KY",Kenton County,Kentucky,2013,6.9
"Kenton County, KY",Kenton County,Kentucky,2014,5.5
"Kenton County, KY",Kenton County,Kentucky,2015,4.4
"Keokuk County, IA",Keokuk County,Iowa,2010,6.6
"Keokuk County, IA",Keokuk County,Iowa,2011,6.2
"Keokuk County, IA",Keokuk County,Iowa,2012,5.5
"Keokuk County, IA",Keokuk County,Iowa,2013,5.1
"Keokuk County, IA",Keokuk County,Iowa,2014,4.4
"Keokuk County, IA",Keokuk County,Iowa,2015,4.2
"Kern County, CA",Kern County,California,2010,16
"Kern County, CA",Kern County,California,2011,15.1
"Kern County, CA",Kern County,California,2012,13.4
"Kern County, CA",Kern County,California,2013,11.9
"Kern County, CA",Kern County,California,2014,10.5
"Kern County, CA",Kern County,California,2015,10.3
"Kerr County, TX",Kerr County,Texas,2010,6.7
"Kerr County, TX",Kerr County,Texas,2011,6.9
"Kerr County, TX",Kerr County,Texas,2012,5.8
"Kerr County, TX",Kerr County,Texas,2013,5.6
"Kerr County, TX",Kerr County,Texas,2014,4.4
"Kerr County, TX",Kerr County,Texas,2015,3.7
"Kershaw County, SC",Kershaw County,South Carolina,2010,11.7
"Kershaw County, SC",Kershaw County,South Carolina,2011,10.9
"Kershaw County, SC",Kershaw County,South Carolina,2012,9.3
"Kershaw County, SC",Kershaw County,South Carolina,2013,7.6
"Kershaw County, SC",Kershaw County,South Carolina,2014,6.3
"Kershaw County, SC",Kershaw County,South Carolina,2015,5.9
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2010,9.1
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2011,8.8
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2012,8.3
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2013,7.9
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2014,7.7
"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,Alaska,2015,6.7
"Kewaunee County, WI",Kewaunee County,Wisconsin,2010,8
"Kewaunee County, WI",Kewaunee County,Wisconsin,2011,7.2
"Kewaunee County, WI",Kewaunee County,Wisconsin,2012,6.4
"Kewaunee County, WI",Kewaunee County,Wisconsin,2013,6.3
"Kewaunee County, WI",Kewaunee County,Wisconsin,2014,5
"Kewaunee County, WI",Kewaunee County,Wisconsin,2015,4
"Keweenaw County, MI",Keweenaw County,Michigan,2010,14.6
"Keweenaw County, MI",Keweenaw County,Michigan,2011,13.2
"Keweenaw County, MI",Keweenaw County,Michigan,2012,12.7
"Keweenaw County, MI",Keweenaw County,Michigan,2013,13.4
"Keweenaw County, MI",Keweenaw County,Michigan,2014,11.2
"Keweenaw County, MI",Keweenaw County,Michigan,2015,9.3
"Keya Paha County, NE",Keya Paha County,Nebraska,2010,3.7
"Keya Paha County, NE",Keya Paha County,Nebraska,2011,3
"Keya Paha County, NE",Keya Paha County,Nebraska,2012,3
"Keya Paha County, NE",Keya Paha County,Nebraska,2013,3.3
"Keya Paha County, NE",Keya Paha County,Nebraska,2014,2.7
"Keya Paha County, NE",Keya Paha County,Nebraska,2015,2.1
"Kidder County, ND",Kidder County,North Dakota,2010,5.2
"Kidder County, ND",Kidder County,North Dakota,2011,5
"Kidder County, ND",Kidder County,North Dakota,2012,4.9
"Kidder County, ND",Kidder County,North Dakota,2013,4.7
"Kidder County, ND",Kidder County,North Dakota,2014,3.8
"Kidder County, ND",Kidder County,North Dakota,2015,3.7
"Kimball County, NE",Kimball County,Nebraska,2010,4.8
"Kimball County, NE",Kimball County,Nebraska,2011,3.6
"Kimball County, NE",Kimball County,Nebraska,2012,3.2
"Kimball County, NE",Kimball County,Nebraska,2013,3.2
"Kimball County, NE",Kimball County,Nebraska,2014,2.5
"Kimball County, NE",Kimball County,Nebraska,2015,3.5
"Kimble County, TX",Kimble County,Texas,2010,6
"Kimble County, TX",Kimble County,Texas,2011,6.4
"Kimble County, TX",Kimble County,Texas,2012,4.9
"Kimble County, TX",Kimble County,Texas,2013,4.9
"Kimble County, TX",Kimble County,Texas,2014,3.9
"Kimble County, TX",Kimble County,Texas,2015,3.7
"King and Queen County, VA",King and Queen County,Virginia,2010,8.2
"King and Queen County, VA",King and Queen County,Virginia,2011,7.3
"King and Queen County, VA",King and Queen County,Virginia,2012,6.5
"King and Queen County, VA",King and Queen County,Virginia,2013,6
"King and Queen County, VA",King and Queen County,Virginia,2014,5.7
"King and Queen County, VA",King and Queen County,Virginia,2015,4.7
"King County, TX",King County,Texas,2010,4.3
"King County, TX",King County,Texas,2011,4.2
"King County, TX",King County,Texas,2012,4.5
"King County, TX",King County,Texas,2013,4.6
"King County, TX",King County,Texas,2014,4
"King County, TX",King County,Texas,2015,3.5
"King County, WA",King County,Washington,2010,8.4
"King County, WA",King County,Washington,2011,7.5
"King County, WA",King County,Washington,2012,6.3
"King County, WA",King County,Washington,2013,4.4
"King County, WA",King County,Washington,2014,4.5
"King County, WA",King County,Washington,2015,4.1
"King George County, VA",King George County,Virginia,2010,7.5
"King George County, VA",King George County,Virginia,2011,7
"King George County, VA",King George County,Virginia,2012,6.4
"King George County, VA",King George County,Virginia,2013,5.7
"King George County, VA",King George County,Virginia,2014,5.3
"King George County, VA",King George County,Virginia,2015,4.7
"King William County, VA",King William County,Virginia,2010,7.6
"King William County, VA",King William County,Virginia,2011,6.9
"King William County, VA",King William County,Virginia,2012,6.2
"King William County, VA",King William County,Virginia,2013,5.5
"King William County, VA",King William County,Virginia,2014,5.1
"King William County, VA",King William County,Virginia,2015,4.2
"Kingfisher County, OK",Kingfisher County,Oklahoma,2010,4.9
"Kingfisher County, OK",Kingfisher County,Oklahoma,2011,3.7
"Kingfisher County, OK",Kingfisher County,Oklahoma,2012,3.2
"Kingfisher County, OK",Kingfisher County,Oklahoma,2013,3.4
"Kingfisher County, OK",Kingfisher County,Oklahoma,2014,3
"Kingfisher County, OK",Kingfisher County,Oklahoma,2015,3.1
"Kingman County, KS",Kingman County,Kansas,2010,6.9
"Kingman County, KS",Kingman County,Kansas,2011,6.3
"Kingman County, KS",Kingman County,Kansas,2012,6.1
"Kingman County, KS",Kingman County,Kansas,2013,5.4
"Kingman County, KS",Kingman County,Kansas,2014,4
"Kingman County, KS",Kingman County,Kansas,2015,4.3
"Kings County, CA",Kings County,California,2010,16.5
"Kings County, CA",Kings County,California,2011,16.2
"Kings County, CA",Kings County,California,2012,15.1
"Kings County, CA",Kings County,California,2013,13.6
"Kings County, CA",Kings County,California,2014,12.1
"Kings County, CA",Kings County,California,2015,10.6
"Kings County, NY",Kings County,New York,2010,10
"Kings County, NY",Kings County,New York,2011,9.6
"Kings County, NY",Kings County,New York,2012,9.9
"Kings County, NY",Kings County,New York,2013,9.3
"Kings County, NY",Kings County,New York,2014,7.4
"Kings County, NY",Kings County,New York,2015,5.8
"Kingsbury County, SD",Kingsbury County,South Dakota,2010,5.3
