State,County,County_State,Year,Poverty_Rate
OH,Butler County,"Butler County, OH",2011,19.3
OH,Butler County,"Butler County, OH",2012,4.4
OH,Butler County,"Butler County, OH",2013,26.1
OH,Butler County,"Butler County, OH",2014,27.4
OH,Butler County,"Butler County, OH",2015,18
PA,Butler County,"Butler County, PA",2010,8.8
PA,Butler County,"Butler County, PA",2011,13.7
PA,Butler County,"Butler County, PA",2012,12.8
PA,Butler County,"Butler County, PA",2013,10.9
PA,Butler County,"Butler County, PA",2014,12.8
PA,Butler County,"Butler County, PA",2015,14.1
CA,Butte County,"Butte County, CA",2010,20.3
CA,Butte County,"Butte County, CA",2011,23.1
CA,Butte County,"Butte County, CA",2012,22
CA,Butte County,"Butte County, CA",2013,21.5
CA,Butte County,"Butte County, CA",2014,22.3
CA,Butte County,"Butte County, CA",2015,21.8
NC,Cabarrus County,"Cabarrus County, NC",2010,13
NC,Cabarrus County,"Cabarrus County, NC",2011,21.1
NC,Cabarrus County,"Cabarrus County, NC",2012,10.1
NC,Cabarrus County,"Cabarrus County, NC",2013,9.8
NC,Cabarrus County,"Cabarrus County, NC",2014,14.3
NC,Cabarrus County,"Cabarrus County, NC",2015,13.9
WV,Cabell County,"Cabell County, WV",2010,24.8
WV,Cabell County,"Cabell County, WV",2011,13
WV,Cabell County,"Cabell County, WV",2012,14.7
WV,Cabell County,"Cabell County, WV",2013,11.3
WV,Cabell County,"Cabell County, WV",2014,11
WV,Cabell County,"Cabell County, WV",2015,7.1
UT,Cache County,"Cache County, UT",2010,16.7
UT,Cache County,"Cache County, UT",2011,26.4
UT,Cache County,"Cache County, UT",2012,16.2
UT,Cache County,"Cache County, UT",2013,17
UT,Cache County,"Cache County, UT",2014,19
UT,Cache County,"Cache County, UT",2015,7
LA,Caddo Parish,"Caddo Parish, LA",2010,19.3
LA,Caddo Parish,"Caddo Parish, LA",2011,14.1
LA,Caddo Parish,"Caddo Parish, LA",2012,11.8
LA,Caddo Parish,"Caddo Parish, LA",2013,10.2
LA,Caddo Parish,"Caddo Parish, LA",2014,16.7
LA,Caddo Parish,"Caddo Parish, LA",2015,18.5
LA,Calcasieu Parish,"Calcasieu Parish, LA",2010,18
LA,Calcasieu Parish,"Calcasieu Parish, LA",2011,21.2
LA,Calcasieu Parish,"Calcasieu Parish, LA",2012,12.9
LA,Calcasieu Parish,"Calcasieu Parish, LA",2013,14.9
LA,Calcasieu Parish,"Calcasieu Parish, LA",2014,14.4
LA,Calcasieu Parish,"Calcasieu Parish, LA",2015,9.9
NC,Caldwell County,"Caldwell County, NC",2010,18.3
NC,Caldwell County,"Caldwell County, NC",2011,18.3
NC,Caldwell County,"Caldwell County, NC",2012,20.3
NC,Caldwell County,"Caldwell County, NC",2013,10.5
NC,Caldwell County,"Caldwell County, NC",2014,13.4
NC,Caldwell County,"Caldwell County, NC",2015,10.3
AL,Calhoun County,"Calhoun County, AL",2010,25
AL,Calhoun County,"Calhoun County, AL",2011,21.1
AL,Calhoun County,"Calhoun County, AL",2012,22.2
AL,Calhoun County,"Calhoun County, AL",2013,21.8
AL,Calhoun County,"Calhoun County, AL",2014,20.6
AL,Calhoun County,"Calhoun County, AL",2015,20
MI,Calhoun County,"Calhoun County, MI",2010,16.2
MI,Calhoun County,"Calhoun County, MI",2011,17
MI,Calhoun County,"Calhoun County, MI",2012,12.9
MI,Calhoun County,"Calhoun County, MI",2013,17.4
MI,Calhoun County,"Calhoun County, MI",2014,17.5
MI,Calhoun County,"Calhoun County, MI",2015,11.4
MD,Calvert County,"Calvert County, MD",2010,5.8
MD,Calvert County,"Calvert County, MD",2011,9.6
MD,Calvert County,"Calvert County, MD",2012,5.7
MD,Calvert County,"Calvert County, MD",2013,7.1
MD,Calvert County,"Calvert County, MD",2014,6.1
MD,Calvert County,"Calvert County, MD",2015,20.8
PA,Cambria County,"Cambria County, PA",2010,12.9
PA,Cambria County,"Cambria County, PA",2011,14.3
PA,Cambria County,"Cambria County, PA",2012,13.2
PA,Cambria County,"Cambria County, PA",2013,13.8
PA,Cambria County,"Cambria County, PA",2014,16.4
PA,Cambria County,"Cambria County, PA",2015,22.2
NJ,Camden County,"Camden County, NJ",2010,12.4
NJ,Camden County,"Camden County, NJ",2011,5.2
NJ,Camden County,"Camden County, NJ",2012,14.6
NJ,Camden County,"Camden County, NJ",2013,5.6
NJ,Camden County,"Camden County, NJ",2014,5.9
NJ,Camden County,"Camden County, NJ",2015,7.9
TX,Cameron County,"Cameron County, TX",2010,36.3
TX,Cameron County,"Cameron County, TX",2011,18
TX,Cameron County,"Cameron County, TX",2012,10.7
TX,Cameron County,"Cameron County, TX",2013,4.9
TX,Cameron County,"Cameron County, TX",2014,5.5
TX,Cameron County,"Cameron County, TX",2015,9.5
KY,Campbell County,"Campbell County, KY",2010,13.2
KY,Campbell County,"Campbell County, KY",2011,10.2
KY,Campbell County,"Campbell County, KY",2012,8.5
KY,Campbell County,"Campbell County, KY",2013,8.7
KY,Campbell County,"Campbell County, KY",2014,7.4
KY,Campbell County,"Campbell County, KY",2015,21.8
OK,Canadian County,"Canadian County, OK",2010,9.4
OK,Canadian County,"Canadian County, OK",2011,7.1
OK,Canadian County,"Canadian County, OK",2012,15.8
OK,Canadian County,"Canadian County, OK",2013,19.1
OK,Canadian County,"Canadian County, OK",2014,19
OK,Canadian County,"Canadian County, OK",2015,14
ID,Canyon County,"Canyon County, ID",2010,20.2
ID,Canyon County,"Canyon County, ID",2011,12.7
ID,Canyon County,"Canyon County, ID",2012,15.4
ID,Canyon County,"Canyon County, ID",2013,17.1
ID,Canyon County,"Canyon County, ID",2014,16.9
ID,Canyon County,"Canyon County, ID",2015,11.8
MO,Cape Girardeau County,"Cape Girardeau County, MO",2010,16
MO,Cape Girardeau County,"Cape Girardeau County, MO",2011,17.7
MO,Cape Girardeau County,"Cape Girardeau County, MO",2012,13.6
MO,Cape Girardeau County,"Cape Girardeau County, MO",2013,11.6
MO,Cape Girardeau County,"Cape Girardeau County, MO",2014,13.2
MO,Cape Girardeau County,"Cape Girardeau County, MO",2015,17.4
NJ,Cape May County,"Cape May County, NJ",2010,10.5
NJ,Cape May County,"Cape May County, NJ",2011,13.5
NJ,Cape May County,"Cape May County, NJ",2012,8.1
NJ,Cape May County,"Cape May County, NJ",2013,8.2
NJ,Cape May County,"Cape May County, NJ",2014,12.2
NJ,Cape May County,"Cape May County, NJ",2015,4.4
PA,Carbon County,"Carbon County, PA",2010,12.6
PA,Carbon County,"Carbon County, PA",2011,6.5
PA,Carbon County,"Carbon County, PA",2012,11.4
PA,Carbon County,"Carbon County, PA",2013,8.9
PA,Carbon County,"Carbon County, PA",2014,11.4
PA,Carbon County,"Carbon County, PA",2015,10.6
GA,Carroll County,"Carroll County, GA",2010,18.9
GA,Carroll County,"Carroll County, GA",2011,18.9
GA,Carroll County,"Carroll County, GA",2012,20.7
GA,Carroll County,"Carroll County, GA",2013,16.5
GA,Carroll County,"Carroll County, GA",2014,25.7
GA,Carroll County,"Carroll County, GA",2015,33.3
MD,Carroll County,"Carroll County, MD",2010,5.1
MD,Carroll County,"Carroll County, MD",2011,4.2
MD,Carroll County,"Carroll County, MD",2012,9.7
MD,Carroll County,"Carroll County, MD",2013,9.6
MD,Carroll County,"Carroll County, MD",2014,9.7
MD,Carroll County,"Carroll County, MD",2015,5.6
NC,Carteret County,"Carteret County, NC",2010,12.5
NC,Carteret County,"Carteret County, NC",2011,21.6
NC,Carteret County,"Carteret County, NC",2012,15.2
NC,Carteret County,"Carteret County, NC",2013,9.7
NC,Carteret County,"Carteret County, NC",2014,10.2
NC,Carteret County,"Carteret County, NC",2015,12.8
MN,Carver County,"Carver County, MN",2010,4.7
MN,Carver County,"Carver County, MN",2011,8.6
MN,Carver County,"Carver County, MN",2012,26.2
MN,Carver County,"Carver County, MN",2013,24.9
MN,Carver County,"Carver County, MN",2014,24
MN,Carver County,"Carver County, MN",2015,14.6
MT,Cascade County,"Cascade County, MT",2010,11.9
MT,Cascade County,"Cascade County, MT",2011,27
MT,Cascade County,"Cascade County, MT",2012,20.6
MT,Cascade County,"Cascade County, MT",2013,6.1
MT,Cascade County,"Cascade County, MT",2014,6.8
MT,Cascade County,"Cascade County, MT",2015,9.1
MO,Cass County,"Cass County, MO",2010,7.9
MO,Cass County,"Cass County, MO",2011,18.2
MO,Cass County,"Cass County, MO",2012,19.1
MO,Cass County,"Cass County, MO",2013,10
MO,Cass County,"Cass County, MO",2014,9.8
MO,Cass County,"Cass County, MO",2015,12.9
ND,Cass County,"Cass County, ND",2010,12.7
ND,Cass County,"Cass County, ND",2011,28.3
ND,Cass County,"Cass County, ND",2012,11.8
ND,Cass County,"Cass County, ND",2013,26.1
ND,Cass County,"Cass County, ND",2014,21.4
ND,Cass County,"Cass County, ND",2015,17.4
NC,Catawba County,"Catawba County, NC",2010,13.4
NC,Catawba County,"Catawba County, NC",2011,13.5
NC,Catawba County,"Catawba County, NC",2012,17.6
NC,Catawba County,"Catawba County, NC",2013,20.7
NC,Catawba County,"Catawba County, NC",2014,18.3
NC,Catawba County,"Catawba County, NC",2015,10
NY,Cattaraugus County,"Cattaraugus County, NY",2010,14.5
NY,Cattaraugus County,"Cattaraugus County, NY",2011,13.8
NY,Cattaraugus County,"Cattaraugus County, NY",2012,18.4
NY,Cattaraugus County,"Cattaraugus County, NY",2013,16.6
NY,Cattaraugus County,"Cattaraugus County, NY",2014,12.7
NY,Cattaraugus County,"Cattaraugus County, NY",2015,26.8
NY,Cayuga County,"Cayuga County, NY",2010,11.1
NY,Cayuga County,"Cayuga County, NY",2011,30.4
NY,Cayuga County,"Cayuga County, NY",2012,23.6
NY,Cayuga County,"Cayuga County, NY",2013,22.7
NY,Cayuga County,"Cayuga County, NY",2014,22
NY,Cayuga County,"Cayuga County, NY",2015,10.6
MD,Cecil County,"Cecil County, MD",2010,12.2
MD,Cecil County,"Cecil County, MD",2011,4.6
MD,Cecil County,"Cecil County, MD",2012,7.2
MD,Cecil County,"Cecil County, MD",2013,6.5
MD,Cecil County,"Cecil County, MD",2014,7.7
MD,Cecil County,"Cecil County, MD",2015,9.2
PA,Centre County,"Centre County, PA",2010,20.9
PA,Centre County,"Centre County, PA",2011,8.6
PA,Centre County,"Centre County, PA",2012,14.6
PA,Centre County,"Centre County, PA",2013,13.8
PA,Centre County,"Centre County, PA",2014,13.3
PA,Centre County,"Centre County, PA",2015,13
IL,Champaign County,"Champaign County, IL",2010,21.3
IL,Champaign County,"Champaign County, IL",2011,17.1
IL,Champaign County,"Champaign County, IL",2012,18.9
IL,Champaign County,"Champaign County, IL",2013,15.3
IL,Champaign County,"Champaign County, IL",2014,12.8
IL,Champaign County,"Champaign County, IL",2015,15.7
MD,Charles County,"Charles County, MD",2010,5.1
MD,Charles County,"Charles County, MD",2011,7.3
MD,Charles County,"Charles County, MD",2012,6.2
MD,Charles County,"Charles County, MD",2013,7.2
MD,Charles County,"Charles County, MD",2014,5.3
MD,Charles County,"Charles County, MD",2015,3.7
SC,Charleston County,"Charleston County, SC",2010,18.9
SC,Charleston County,"Charleston County, SC",2011,14.8
SC,Charleston County,"Charleston County, SC",2012,17
SC,Charleston County,"Charleston County, SC",2013,11
SC,Charleston County,"Charleston County, SC",2014,10.2
SC,Charleston County,"Charleston County, SC",2015,9.9
FL,Charlotte County,"Charlotte County, FL",2010,13.5
FL,Charlotte County,"Charlotte County, FL",2011,11.9
FL,Charlotte County,"Charlotte County, FL",2012,12.6
FL,Charlotte County,"Charlotte County, FL",2013,14.1
FL,Charlotte County,"Charlotte County, FL",2014,10.7
FL,Charlotte County,"Charlotte County, FL",2015,13.9
GA,Chatham County,"Chatham County, GA",2010,19.3
GA,Chatham County,"Chatham County, GA",2011,22
GA,Chatham County,"Chatham County, GA",2012,13.6
GA,Chatham County,"Chatham County, GA",2013,17.2
GA,Chatham County,"Chatham County, GA",2014,8.8
GA,Chatham County,"Chatham County, GA",2015,22.3
NY,Chautauqua County,"Chautauqua County, NY",2010,17.1
NY,Chautauqua County,"Chautauqua County, NY",2011,17.7
NY,Chautauqua County,"Chautauqua County, NY",2012,14.2
NY,Chautauqua County,"Chautauqua County, NY",2013,19.4
NY,Chautauqua County,"Chautauqua County, NY",2014,14.2
NY,Chautauqua County,"Chautauqua County, NY",2015,19.6
NM,Chaves County,"Chaves County, NM",2010,23.2
NM,Chaves County,"Chaves County, NM",2011,20.6
NM,Chaves County,"Chaves County, NM",2012,10.9
NM,Chaves County,"Chaves County, NM",2013,5.3
NM,Chaves County,"Chaves County, NM",2014,4.1
NM,Chaves County,"Chaves County, NM",2015,11.4
WA,Chelan County,"Chelan County, WA",2010,12.2
WA,Chelan County,"Chelan County, WA",2011,19.2
WA,Chelan County,"Chelan County, WA",2012,21.2
WA,Chelan County,"Chelan County, WA",2013,15.7
WA,Chelan County,"Chelan County, WA",2014,14.7
WA,Chelan County,"Chelan County, WA",2015,9.1
NY,Chemung County,"Chemung County, NY",2010,14.8
NY,Chemung County,"Chemung County, NY",2011,19.5
NY,Chemung County,"Chemung County, NY",2012,31
NY,Chemung County,"Chemung County, NY",2013,26
NY,Chemung County,"Chemung County, NY",2014,28.1
NY,Chemung County,"Chemung County, NY",2015,13
GA,Cherokee County,"Cherokee County, GA",2010,8.4
GA,Cherokee County,"Cherokee County, GA",2011,9.5
GA,Cherokee County,"Cherokee County, GA",2012,19.7
GA,Cherokee County,"Cherokee County, GA",2013,19.8
GA,Cherokee County,"Cherokee County, GA",2014,17
GA,Cherokee County,"Cherokee County, GA",2015,9.5
VA,Chesapeake city,"Chesapeake city, VA",2010,7
VA,Chesapeake city,"Chesapeake city, VA",2011,5.6
VA,Chesapeake city,"Chesapeake city, VA",2012,6.4
VA,Chesapeake city,"Chesapeake city, VA",2013,7
VA,Chesapeake city,"Chesapeake city, VA",2014,8.7
VA,Chesapeake city,"Chesapeake city, VA",2015,6.7
NH,Cheshire County,"Cheshire County, NH",2010,11.8
NH,Cheshire County,"Cheshire County, NH",2011,13.1
NH,Cheshire County,"Cheshire County, NH",2012,9.4
NH,Cheshire County,"Cheshire County, NH",2013,15.4
NH,Cheshire County,"Cheshire County, NH",2014,14.1
NH,Cheshire County,"Cheshire County, NH",2015,9.2
PA,Chester County,"Chester County, PA",2010,6.2
PA,Chester County,"Chester County, PA",2011,14
PA,Chester County,"Chester County, PA",2012,12.8
PA,Chester County,"Chester County, PA",2013,15.2
PA,Chester County,"Chester County, PA",2014,13.7
PA,Chester County,"Chester County, PA",2015,7.9
VA,Chesterfield County,"Chesterfield County, VA",2010,6.4
VA,Chesterfield County,"Chesterfield County, VA",2011,10.4
VA,Chesterfield County,"Chesterfield County, VA",2012,16.3
VA,Chesterfield County,"Chesterfield County, VA",2013,8.3
VA,Chesterfield County,"Chesterfield County, VA",2014,6.8
VA,Chesterfield County,"Chesterfield County, VA",2015,6.6
VT,Chittenden County,"Chittenden County, VT",2010,12.9
VT,Chittenden County,"Chittenden County, VT",2011,14.4
VT,Chittenden County,"Chittenden County, VT",2012,7.7
VT,Chittenden County,"Chittenden County, VT",2013,28.3
VT,Chittenden County,"Chittenden County, VT",2014,27.7
VT,Chittenden County,"Chittenden County, VT",2015,13.3
KY,Christian County,"Christian County, KY",2010,19.1
KY,Christian County,"Christian County, KY",2011,12.9
KY,Christian County,"Christian County, KY",2012,10.2
KY,Christian County,"Christian County, KY",2013,8.6
KY,Christian County,"Christian County, KY",2014,13.6
KY,Christian County,"Christian County, KY",2015,8.4
MO,Christian County,"Christian County, MO",2010,9.5
MO,Christian County,"Christian County, MO",2011,11.7
MO,Christian County,"Christian County, MO",2012,20
MO,Christian County,"Christian County, MO",2013,21.2
MO,Christian County,"Christian County, MO",2014,20.7
MO,Christian County,"Christian County, MO",2015,7.4
FL,Citrus County,"Citrus County, FL",2010,17.3
FL,Citrus County,"Citrus County, FL",2011,17
FL,Citrus County,"Citrus County, FL",2012,18.8
FL,Citrus County,"Citrus County, FL",2013,16.8
FL,Citrus County,"Citrus County, FL",2014,21.2
FL,Citrus County,"Citrus County, FL",2015,11.3
OR,Clackamas County,"Clackamas County, OR",2010,10.2
OR,Clackamas County,"Clackamas County, OR",2011,15.1
OR,Clackamas County,"Clackamas County, OR",2012,26.1
OR,Clackamas County,"Clackamas County, OR",2013,14.2
OR,Clackamas County,"Clackamas County, OR",2014,15.4
OR,Clackamas County,"Clackamas County, OR",2015,11.5
WA,Clallam County,"Clallam County, WA",2010,16
WA,Clallam County,"Clallam County, WA",2011,11.3
WA,Clallam County,"Clallam County, WA",2012,19.2
WA,Clallam County,"Clallam County, WA",2013,24
WA,Clallam County,"Clallam County, WA",2014,26.8
WA,Clallam County,"Clallam County, WA",2015,9.9
IN,Clark County,"Clark County, IN",2010,12.6
IN,Clark County,"Clark County, IN",2011,13.5
IN,Clark County,"Clark County, IN",2012,15.7
IN,Clark County,"Clark County, IN",2013,17
IN,Clark County,"Clark County, IN",2014,15.1
IN,Clark County,"Clark County, IN",2015,14.5
NV,Clark County,"Clark County, NV",2010,15.1
NV,Clark County,"Clark County, NV",2011,7
NV,Clark County,"Clark County, NV",2012,15.1
NV,Clark County,"Clark County, NV",2013,17.9
NV,Clark County,"Clark County, NV",2014,15.4
NV,Clark County,"Clark County, NV",2015,13.8
OH,Clark County,"Clark County, OH",2010,20.6
OH,Clark County,"Clark County, OH",2011,21.2
OH,Clark County,"Clark County, OH",2012,11
OH,Clark County,"Clark County, OH",2013,19.1
OH,Clark County,"Clark County, OH",2014,24.6
OH,Clark County,"Clark County, OH",2015,18.8
WA,Clark County,"Clark County, WA",2010,12.6
WA,Clark County,"Clark County, WA",2011,8.6
WA,Clark County,"Clark County, WA",2012,26.3
WA,Clark County,"Clark County, WA",2013,17.6
WA,Clark County,"Clark County, WA",2014,16.1
WA,Clark County,"Clark County, WA",2015,15.1
GA,Clarke County,"Clarke County, GA",2010,36.7
GA,Clarke County,"Clarke County, GA",2011,39.6
GA,Clarke County,"Clarke County, GA",2012,10.3
GA,Clarke County,"Clarke County, GA",2013,12.7
GA,Clarke County,"Clarke County, GA",2014,9.7
GA,Clarke County,"Clarke County, GA",2015,17.2
FL,Clay County,"Clay County, FL",2010,12.1
FL,Clay County,"Clay County, FL",2011,11.2
FL,Clay County,"Clay County, FL",2012,10.9
FL,Clay County,"Clay County, FL",2013,9.1
FL,Clay County,"Clay County, FL",2014,11.3
FL,Clay County,"Clay County, FL",2015,17.6
MO,Clay County,"Clay County, MO",2010,10.1
MO,Clay County,"Clay County, MO",2011,11.8
MO,Clay County,"Clay County, MO",2012,15.5
MO,Clay County,"Clay County, MO",2013,17.6
MO,Clay County,"Clay County, MO",2014,17.7
MO,Clay County,"Clay County, MO",2015,18.5
GA,Clayton County,"Clayton County, GA",2010,23.2
GA,Clayton County,"Clayton County, GA",2011,25.4
GA,Clayton County,"Clayton County, GA",2012,33.9
GA,Clayton County,"Clayton County, GA",2013,37.7
GA,Clayton County,"Clayton County, GA",2014,39.5
GA,Clayton County,"Clayton County, GA",2015,10.3
PA,Clearfield County,"Clearfield County, PA",2010,16.4
PA,Clearfield County,"Clearfield County, PA",2011,11.2
PA,Clearfield County,"Clearfield County, PA",2012,5.4
PA,Clearfield County,"Clearfield County, PA",2013,10.6
PA,Clearfield County,"Clearfield County, PA",2014,11.4
PA,Clearfield County,"Clearfield County, PA",2015,12.3
OH,Clermont County,"Clermont County, OH",2010,8.9
OH,Clermont County,"Clermont County, OH",2011,14
OH,Clermont County,"Clermont County, OH",2012,19.7
