County_State,County,State,Median_HV,Median_HI
"Decatur County, Indiana",Decatur County, Indiana,114500,54459
"DeKalb County, Indiana",DeKalb County, Indiana,109450,52718.5
"Delaware County, Indiana",Delaware County, Indiana,85700,48762
"Dubois County, Indiana",Dubois County, Indiana,135550,60578.5
"Elkhart County, Indiana",Elkhart County, Indiana,122200,53293
"Fayette County, Indiana",Fayette County, Indiana,80800,43355.5
"Floyd County, Indiana",Floyd County, Indiana,155250,64581
"Fountain County, Indiana",Fountain County, Indiana,87250,52293.5
"Franklin County, Indiana",Franklin County, Indiana,139800,56438
"Fulton County, Indiana",Fulton County, Indiana,95300,48424
"Gibson County, Indiana",Gibson County, Indiana,101100,54125.5
"Grant County, Indiana",Grant County, Indiana,81700,46724.5
